application_id,app_name ,lob,app_team_DL ,ucd_comp_name ,circle_name ,LI_is_DU ,app_lead ,scm_url ,scm_type ,job_url,jenkins_team_name ,job_type ,is_template_used ,is_trunk_based ,build_tool ,technology,template_name ,template_catalog_used ,created_date_time ,is_public_cloud ,public_cloud_tool ,job_status ,deployment_tool ,is_unit_test_enabled ,is_pmd_enabled ,is_clover_enabled ,is_jacoco_enabled ,is_lint_enabled ,is_cobertura_enabled ,is_code_quality_enabled ,is_integration_test_enabled ,integration_test_tool,is_black_duck_enabled ,deployed_buildpack_name ,detected_buildpack,buildpack_version ,pcf_app_name ,pcf_app_last_updated,pcf_app_last_push ,gradle_image ,node_image ,gradle_image_status ,node_image_status ,is_app_scan_enabled ,foundation ,kaniko_image ,python_image ,soapui_image ,kaniko_image_status ,python_image_status ,soapui_image_status ,job_style,ucd_app_name ,unknown_image,bdh_critical ,bdh_high ,bdh_medium ,bdh_low ,is_myapproval_enabled ,is_hsp_prod_enabled ,bdh_url,bdh_tags,branch_coverage,class_coverage,complexity_score,instruction_coverage,line_coverage,method_coverage,clover_total_covered,clover_total_missed,clover method coverage,clover_conditions_coverage,clover_statements coverage,is_prod_enabled,environment,target_infrastructure
116,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
117,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
118,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
119,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog3,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
120,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
121,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
122,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
123,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
124,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog2,na,y,aws,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
125,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,aws,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
126,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,home_template,home_catalog,na,y,aws,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
127,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,home_template,home_catalog,na,y,aws,na,ucd,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
128,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,home_template,home_catalog,na,y,aws,na,aws_cli,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
129,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,home_template,home_catalog,na,y,aws,na,aws_cli,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
130,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
131,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
132,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
133,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
134,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
135,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
136,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
137,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
138,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
139,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
140,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
141,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
142,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
143,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
144,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
145,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,y,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
146,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,business_template,business_catalog2,na,y,azure,na,ucd,n,y,n,n,na,na,y,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
147,business_insurance,business_insurance,binsurance_dev_team@accenture.com,business_comp,business_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,business_template,business_catalog2,na,y,azure,na,ucd,y,y,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,y,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
148,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,aws,na,aws_cli,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
149,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,aws,na,aws_cli,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
150,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,aws,na,aws_cli,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
151,home_insurance,home_insurance,hinsurance_dev_team@accenture.com,home_comp,home_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,home_template,home_catalog,na,y,aws,na,aws_cli,y,n,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,y,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,model_office,na
152,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,completed,aws_cli,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
153,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,completed,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
154,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
155,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
156,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
157,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
158,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,y,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,y,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,uat,na
159,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
160,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog2,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
161,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
162,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
163,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,aws,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
164,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
165,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,gradle,java,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
166,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
167,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,npm,nodejs,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
168,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,ocf,na,ucd,y,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
169,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,personal_template,personal_catalog3,na,y,ocf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
170,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,personal_template,personal_catalog3,na,y,ocf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
171,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,personal_template,personal_catalog3,na,y,ocf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
172,pi_customer_analysis,personal_insurance,pinsurance_dev_team@accenture.com,personal_comp,personal_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,maven,java,personal_template,personal_catalog3,na,y,ocf,na,ucd,n,y,y,n,na,na,n,na,na,n,na,na,na,na,na,na,na,na,na,na,n,na,na,na,na,na,na,na,na,na,na,n,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,y,production,na
173,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,python,python,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
174,claims,claims,cinsurance_dev_team@accenture.com,claims_comp,claims_circle,Yes,test,www.github.com,GitHub,www.jenkins.com,jenkins_team,batch,yes,yes,nant,dotnet,claims_template,claims_catalog,na,y,gcp,scheduled,ucd,y,n,n,n,na,na,y,na,na,y,na,na,na,na,na,na,na,na,na,na,y,na,na,na,na,na,na,na,na,na,na,y,n,n,n,n,n,na,na,na,na,na,na,na,na,na,na,na,na,na,n,test,na
